row,col,model,formula,mse,rmse,mae,r2
15,16,3元多项式,y = 0.016193×x³ + -0.907936×x² + 19.040994×x + 48.358948,0.027390,0.165500,0.138798,0.999988
15,17,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,17,幂函数,y = 66.451153 × x^0.391474,2.194606,1.481420,1.255618,0.999070
15,17,对数函数,y = 11.307051 + 70.237838 × ln(x),8.949442,2.991562,2.580890,0.996207
15,17,指数函数,y = 110.944556 × e^(0.026811×x),66.660204,8.164570,6.473510,0.971748
15,17,3元多项式,y = 0.018111×x³ + -0.987289×x² + 19.816068×x + 47.719748,0.026527,0.162873,0.136691,0.999989
15,18,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,18,幂函数,y = 66.127195 × x^0.392066,2.181145,1.476870,1.247097,0.999076
15,18,对数函数,y = 10.433024 + 70.342850 × ln(x),8.950650,2.991764,2.584495,0.996207
15,18,指数函数,y = 110.891699 × e^(0.026632×x),66.508257,8.155259,6.464775,0.971812
15,18,3元多项式,y = 0.018174×x³ + -0.992302×x² + 19.849216×x + 47.124986,0.024047,0.155073,0.129959,0.999990
15,19,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,19,幂函数,y = 65.574910 × x^0.392596,2.169038,1.472766,1.240895,0.999081
15,19,对数函数,y = 8.930119 + 70.437065 × ln(x),8.945984,2.990984,2.589381,0.996208
15,19,指数函数,y = 110.844494 × e^(0.026205×x),66.374455,8.147052,6.456564,0.971869
15,19,3元多项式,y = 0.017664×x³ + -0.976090×x² + 19.674380×x + 46.593225,0.020555,0.143372,0.119434,0.999991
15,20,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,20,幂函数,y = 66.218909 × x^0.390868,2.356341,1.535038,1.293323,0.999001
15,20,对数函数,y = 10.587373 + 70.172181 × ln(x),8.390419,2.896622,2.509216,0.996444
15,20,指数函数,y = 111.004955 × e^(0.026409×x),67.040716,8.187840,6.485687,0.971587
15,20,3元多项式,y = 0.020023×x³ + -1.076211×x² + 20.636530×x + 45.016740,0.017076,0.130676,0.106455,0.999993
15,21,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,21,幂函数,y = 67.285322 × x^0.387818,2.690317,1.640218,1.382533,0.998860
15,21,对数函数,y = 13.304833 + 69.695848 × ln(x),7.548834,2.747514,2.373983,0.996801
15,21,指数函数,y = 111.286829 × e^(0.026692×x),68.190145,8.257732,6.539276,0.971099
15,21,3元多项式,y = 0.023887×x³ + -1.236986×x² + 22.132878×x + 42.738406,0.015391,0.124060,0.096849,0.999993
15,22,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,22,幂函数,y = 68.382859 × x^0.384715,2.966244,1.722279,1.448443,0.998743
15,22,对数函数,y = 16.099206 + 69.192336 × ln(x),6.931635,2.632800,2.274804,0.997062
15,22,指数函数,y = 111.570001 × e^(0.026986×x),69.250348,8.321679,6.585855,0.970650
15,22,3元多项式,y = 0.026969×x³ + -1.359525×x² + 23.221865×x + 41.675465,0.013458,0.116009,0.083748,0.999994
15,23,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,23,幂函数,y = 68.393969 × x^0.383953,3.039648,1.743458,1.465776,0.998712
15,23,对数函数,y = 16.099505 + 69.069174 × ln(x),6.776714,2.603212,2.248353,0.997128
15,23,指数函数,y = 111.639327 × e^(0.026793×x),69.508000,8.337146,6.597490,0.970541
15,23,3元多项式,y = 0.027189×x³ + -1.373333×x² + 23.347325×x + 41.220201,0.012707,0.112724,0.079726,0.999995
15,24,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,24,幂函数,y = 68.772235 × x^0.381848,3.270902,1.808563,1.518512,0.998614
15,24,对数函数,y = 17.004132 + 68.732273 × ln(x),6.319393,2.513840,2.169575,0.997322
15,24,指数函数,y = 111.832539 × e^(0.026611×x),70.296945,8.384327,6.631710,0.970206
15,24,3元多项式,y = 0.028110×x³ + -1.416488×x² + 23.741905×x + 40.549578,0.012195,0.110430,0.079631,0.999995
15,25,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,25,幂函数,y = 68.470404 × x^0.381397,3.378396,1.838041,1.543629,0.998568
15,25,对数函数,y = 16.173713 + 68.669343 × ln(x),6.123719,2.474615,2.131606,0.997405
15,25,指数函数,y = 111.875839 × e^(0.026185×x),70.544014,8.399048,6.643318,0.970102
15,25,3元多项式,y = 0.027620×x³ + -1.407669×x² + 23.697057×x + 39.847767,0.012316,0.110977,0.080289,0.999995
15,26,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,26,幂函数,y = 69.195740 × x^0.379538,3.578162,1.891603,1.588459,0.998483
15,26,对数函数,y = 18.001164 + 68.368103 × ln(x),5.772723,2.402649,2.064607,0.997553
15,26,指数函数,y = 112.045296 × e^(0.026417×x),71.212075,8.438725,6.672788,0.969819
15,26,3元多项式,y = 0.029755×x³ + -1.490945×x² + 24.416042×x + 39.244676,0.012391,0.111315,0.080803,0.999995
15,27,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,27,幂函数,y = 69.900314 × x^0.376588,3.921879,1.980374,1.661435,0.998338
15,27,对数函数,y = 19.711324 + 67.891738 × ln(x),5.204532,2.281344,1.956047,0.997794
15,27,指数函数,y = 112.314890 × e^(0.026330×x),72.321624,8.504212,6.720160,0.969348
15,27,3元多项式,y = 0.031351×x³ + -1.559767×x² + 25.021324×x + 38.593494,0.011687,0.108106,0.078966,0.999995
15,28,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,28,幂函数,y = 70.054512 × x^0.375849,4.068201,2.016978,1.692002,0.998276
15,28,对数函数,y = 20.061208 + 67.781244 × ln(x),4.975534,2.230591,1.911042,0.997891
15,28,指数函数,y = 112.384750 × e^(0.026283×x),72.703211,8.526618,6.736099,0.969187
15,28,3元多项式,y = 0.031540×x³ + -1.569522×x² + 25.126939×x + 38.442699,0.011187,0.105768,0.077228,0.999995
15,29,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,29,幂函数,y = 69.840439 × x^0.377299,4.055294,2.013776,1.686181,0.998281
15,29,对数函数,y = 19.511682 + 68.041516 × ln(x),4.981548,2.231938,1.919683,0.997889
15,29,指数函数,y = 112.258847 × e^(0.026455×x),72.423929,8.510225,6.722616,0.969305
15,29,3元多项式,y = 0.031411×x³ + -1.560864×x² + 25.085818×x + 38.324109,0.010134,0.100669,0.073511,0.999996
15,30,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,30,幂函数,y = 69.535489 × x^0.378307,4.157103,2.038897,1.706582,0.998238
15,30,对数函数,y = 18.689066 + 68.239351 × ln(x),4.820558,2.195577,1.889473,0.997957
15,30,指数函数,y = 112.175291 × e^(0.026413×x),72.403372,8.509017,6.721199,0.969314
15,30,3元多项式,y = 0.031026×x³ + -1.548494×x² + 25.042941×x + 37.843274,0.008796,0.093786,0.068549,0.999996
15,31,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,31,幂函数,y = 69.772773 × x^0.377565,4.571838,2.138186,1.786738,0.998062
15,31,对数函数,y = 19.177151 + 68.166227 × ln(x),4.242348,2.059696,1.770667,0.998202
15,31,指数函数,y = 112.254550 × e^(0.026442×x),73.180538,8.554562,6.755601,0.968984
15,31,3元多项式,y = 0.032089×x³ + -1.595019×x² + 25.530803×x + 36.789552,0.009152,0.095667,0.070760,0.999996
15,32,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
15,32,幂函数,y = 71.714363 × x^0.377492,5.032046,2.243222,1.873591,0.997867
15,32,对数函数,y = 24.005177 + 68.216144 × ln(x),3.670388,1.915826,1.641117,0.998444
15,32,指数函数,y = 112.276079 × e^(0.028401×x),73.854588,8.593869,6.784598,0.968699
15,32,3元多项式,y = 0.041366×x³ + -1.907176×x² + 28.083246×x + 35.084464,0.008203,0.090571,0.068210,0.999997
16,1,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,1,幂函数,y = 72.767098 × x^0.376255,4.251803,2.061990,1.733602,0.998198
16,1,对数函数,y = 26.864504 + 67.878266 × ln(x),4.791270,2.188897,1.860226,0.997969
16,1,指数函数,y = 112.360623 × e^(0.029185×x),73.122001,8.551140,6.768870,0.969009
16,1,3元多项式,y = 0.035103×x³ + -1.634287×x² + 25.686335×x + 42.717326,0.027106,0.164638,0.138214,0.999989
16,2,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,2,幂函数,y = 69.080222 × x^0.387338,3.648506,1.910106,1.608930,0.998454
16,2,对数函数,y = 17.683698 + 69.780642 × ln(x),5.748932,2.397693,2.045291,0.997563
16,2,指数函数,y = 111.373072 × e^(0.028395×x),70.098052,8.372458,6.632602,0.970291
16,2,3元多项式,y = 0.027490×x³ + -1.361129×x² + 23.534117×x + 42.161304,0.029438,0.171576,0.144029,0.999988
16,3,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,3,幂函数,y = 65.958425 × x^0.395460,2.973613,1.724417,1.455328,0.998740
16,3,对数函数,y = 9.618966 + 71.118869 × ln(x),7.067537,2.658484,2.274535,0.997005
16,3,指数函数,y = 110.634081 × e^(0.027310×x),67.469857,8.214004,6.512780,0.971405
16,3,3元多项式,y = 0.020350×x³ + -1.086381×x² + 21.045495×x + 43.578854,0.032654,0.180704,0.151707,0.999986
16,4,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,4,幂函数,y = 65.018303 × x^0.398278,2.671357,1.634429,1.381164,0.998868
16,4,对数函数,y = 7.171903 + 71.563001 × ln(x),7.764489,2.786483,2.389333,0.996709
16,4,指数函数,y = 110.372792 × e^(0.027074×x),66.405703,8.148969,6.464267,0.971856
16,4,3元多项式,y = 0.018180×x³ + -0.995765×x² + 20.152086×x + 44.628884,0.034485,0.185702,0.155758,0.999985
16,5,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,5,幂函数,y = 65.093694 × x^0.397683,2.572575,1.603925,1.355378,0.998910
16,5,对数函数,y = 7.424004 + 71.435598 × ln(x),7.988811,2.826448,2.426603,0.996614
16,5,指数函数,y = 110.419958 × e^(0.027002×x),66.308149,8.142982,6.459122,0.971897
16,5,3元多项式,y = 0.018202×x³ + -0.996141×x² + 20.110128×x + 44.893121,0.033526,0.183102,0.153627,0.999986
16,6,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,6,幂函数,y = 64.714769 × x^0.397992,2.409395,1.552223,1.312730,0.998979
16,6,对数函数,y = 6.451898 + 71.455786 × ln(x),8.388970,2.896372,2.488793,0.996445
16,6,指数函数,y = 110.384186 × e^(0.026695×x),65.913284,8.118700,6.440031,0.972064
16,6,3元多项式,y = 0.017444×x³ + -0.965618×x² + 19.756629×x + 45.252375,0.033323,0.182546,0.153163,0.999986
16,7,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,7,幂函数,y = 63.252011 × x^0.401766,2.082410,1.443056,1.225353,0.999117
16,7,对数函数,y = 2.517520 + 72.055791 × ln(x),9.288582,3.047718,2.621605,0.996063
16,7,指数函数,y = 110.034265 × e^(0.026158×x),64.527177,8.032881,6.374701,0.972652
16,7,3元多项式,y = 0.015486×x³ + -0.883919×x² + 18.878775×x + 45.547100,0.036673,0.191502,0.160596,0.999984
16,8,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,8,幂函数,y = 61.734126 × x^0.406948,1.748599,1.322346,1.131872,0.999259
16,8,对数函数,y = -1.639963 + 72.895929 × ln(x),10.362381,3.219065,2.772428,0.995608
16,8,指数函数,y = 109.558159 × e^(0.025900×x),62.856386,7.928202,6.297167,0.973360
16,8,3元多项式,y = 0.013315×x³ + -0.786901×x² + 17.846368×x + 46.466159,0.039124,0.197799,0.165653,0.999983
16,9,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,9,幂函数,y = 61.141696 × x^0.409452,1.597872,1.264070,1.083503,0.999323
16,9,对数函数,y = -3.268888 + 73.300670 × ln(x),10.897713,3.301168,2.839380,0.995381
16,9,指数函数,y = 109.326806 × e^(0.025914×x),62.022614,7.875444,6.260589,0.973713
16,9,3元多项式,y = 0.013060×x³ + -0.773952×x² + 17.682471×x + 46.305237,0.043543,0.208670,0.174581,0.999982
16,10,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,10,幂函数,y = 61.323966 × x^0.409670,1.539748,1.240866,1.065680,0.999347
16,10,对数函数,y = -2.696106 + 73.321658 × ln(x),11.120676,3.334768,2.868999,0.995287
16,10,指数函数,y = 109.303463 × e^(0.026160×x),61.830426,7.863233,6.251688,0.973795
16,10,3元多项式,y = 0.013307×x³ + -0.782188×x² + 17.764619×x + 46.537398,0.045104,0.212376,0.177702,0.999981
16,11,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,11,幂函数,y = 62.416012 × x^0.405444,1.668482,1.291698,1.109596,0.999293
16,11,对数函数,y = 0.381953 + 72.602019 × ln(x),10.673127,3.266975,2.809375,0.995476
16,11,指数函数,y = 109.684893 × e^(0.026236×x),62.910525,7.931616,6.300686,0.973337
16,11,3元多项式,y = 0.013830×x³ + -0.805486×x² + 18.013701×x + 47.214400,0.043747,0.209159,0.174955,0.999981
16,12,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,12,幂函数,y = 62.705475 × x^0.404205,1.598517,1.264325,1.093787,0.999323
16,12,对数函数,y = 1.260135 + 72.357483 × ln(x),10.973190,3.312581,2.852907,0.995349
16,12,指数函数,y = 109.789938 × e^(0.026229×x),62.984819,7.936298,6.304518,0.973306
16,12,3元多项式,y = 0.012979×x³ + -0.766425×x² + 17.600402×x + 48.770192,0.042799,0.206879,0.172822,0.999982
16,13,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,13,幂函数,y = 62.682742 × x^0.405301,1.464935,1.210345,1.054860,0.999379
16,13,对数函数,y = 1.290006 + 72.510581 × ln(x),11.538241,3.396799,2.931741,0.995110
16,13,指数函数,y = 109.684935 × e^(0.026488×x),62.486124,7.904817,6.281275,0.973517
16,13,3元多项式,y = 0.011838×x³ + -0.712547×x² + 17.067898×x + 50.433809,0.038756,0.196866,0.163912,0.999984
16,14,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,14,幂函数,y = 62.819031 × x^0.404933,1.439807,1.199919,1.046706,0.999390
16,14,对数函数,y = 1.696689 + 72.436511 × ln(x),11.649104,3.413078,2.949698,0.995063
16,14,指数函数,y = 109.715948 × e^(0.026539×x),62.503214,7.905897,6.281635,0.973510
16,14,3元多项式,y = 0.011482×x³ + -0.696280×x² + 16.908781×x + 51.075109,0.034639,0.186116,0.154775,0.999985
16,15,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,15,幂函数,y = 63.379857 × x^0.403689,1.498947,1.224315,1.065535,0.999365
16,15,对数函数,y = 3.244311 + 72.233287 × ln(x),11.396197,3.375825,2.919790,0.995170
16,15,指数函数,y = 109.829898 × e^(0.026806×x),62.883383,7.929904,6.299421,0.973349
16,15,3元多项式,y = 0.012196×x³ + -0.727060×x² + 17.257285×x + 50.921362,0.032488,0.180245,0.150220,0.999986
16,16,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,16,幂函数,y = 64.273082 × x^0.399854,1.689272,1.299720,1.124752,0.999284
16,16,对数函数,y = 5.626216 + 71.603567 × ln(x),10.676381,3.267473,2.824947,0.995475
16,16,指数函数,y = 110.180208 × e^(0.026748×x),64.051439,8.003214,6.354685,0.972853
16,16,3元多项式,y = 0.013134×x³ + -0.770463×x² + 17.715661×x + 50.621362,0.030109,0.173519,0.144813,0.999987
16,17,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,17,幂函数,y = 65.189504 × x^0.396854,1.832216,1.353594,1.164368,0.999223
16,17,对数函数,y = 8.073361 + 71.107315 × ln(x),10.148984,3.185747,2.752220,0.995699
16,17,指数函数,y = 110.452718 × e^(0.026921×x),64.924110,8.057550,6.394824,0.972484
16,17,3元多项式,y = 0.014682×x³ + -0.837334×x² + 18.390198×x + 50.011768,0.028566,0.169014,0.141254,0.999988
16,18,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,18,幂函数,y = 64.962759 × x^0.397493,1.821791,1.349738,1.157438,0.999228
16,18,对数函数,y = 7.449335 + 71.221793 × ln(x),10.132107,3.183097,2.752962,0.995706
16,18,指数函数,y = 110.395723 × e^(0.026851×x),64.768828,8.047908,6.386142,0.972549
16,18,3元多项式,y = 0.015117×x³ + -0.856505×x² + 18.557879×x + 49.277173,0.027304,0.165238,0.138436,0.999988
16,19,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,19,幂函数,y = 64.366065 × x^0.398474,1.787610,1.337015,1.141241,0.999242
16,19,对数函数,y = 5.808544 + 71.391777 × ln(x),10.182755,3.191043,2.766054,0.995684
16,19,指数函数,y = 110.307524 × e^(0.026486×x),64.506256,8.031579,6.371128,0.972661
16,19,3元多项式,y = 0.014805×x³ + -0.846105×x² + 18.420238×x + 48.698930,0.022593,0.150309,0.126004,0.999990
16,20,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,20,幂函数,y = 64.834139 × x^0.396993,1.966739,1.402405,1.182645,0.999166
16,20,对数函数,y = 6.997453 + 71.177213 × ln(x),9.530461,3.087144,2.679032,0.995961
16,20,指数函数,y = 110.447717 × e^(0.026582×x),65.148302,8.071450,6.398343,0.972389
16,20,3元多项式,y = 0.016916×x³ + -0.938462×x² + 19.336515×x + 46.849785,0.018937,0.137612,0.114485,0.999992
16,21,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,21,幂函数,y = 66.062904 × x^0.393354,2.279156,1.509687,1.272943,0.999034
16,21,对数函数,y = 10.200131 + 70.601475 × ln(x),8.585958,2.930181,2.539061,0.996361
16,21,指数函数,y = 110.783172 × e^(0.026897×x),66.425588,8.150189,6.458439,0.971847
16,21,3元多项式,y = 0.020546×x³ + -1.091334×x² + 20.806655×x + 44.729362,0.016358,0.127897,0.104393,0.999993
16,22,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,22,幂函数,y = 66.989408 × x^0.389689,2.565741,1.601793,1.347993,0.998913
16,22,对数函数,y = 12.566168 + 70.006729 × ln(x),7.840042,2.800007,2.426787,0.996677
16,22,指数函数,y = 111.118434 × e^(0.026883×x),67.655036,8.225268,6.513147,0.971326
16,22,3元多项式,y = 0.022577×x³ + -1.178227×x² + 21.615889×x + 43.778468,0.014156,0.118980,0.093633,0.999994
16,23,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,23,幂函数,y = 67.057085 × x^0.388784,2.670648,1.634212,1.374796,0.998868
16,23,对数函数,y = 12.700460 + 69.866500 × ln(x),7.578774,2.752957,2.385862,0.996788
16,23,指数函数,y = 111.202144 × e^(0.026711×x),68.001404,8.246296,6.529034,0.971179
16,23,3元多项式,y = 0.023213×x³ + -1.208778×x² + 21.898795×x + 42.998637,0.012747,0.112902,0.085862,0.999995
16,24,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,24,幂函数,y = 67.623230 × x^0.386327,2.924302,1.710059,1.437659,0.998761
16,24,对数函数,y = 14.105776 + 69.474916 × ln(x),7.013148,2.648235,2.291659,0.997028
16,24,指数函数,y = 111.428096 × e^(0.026636×x),68.904174,8.300854,6.569536,0.970797
16,24,3元多项式,y = 0.024842×x³ + -1.279763×x² + 22.553911×x + 41.972280,0.012367,0.111208,0.081152,0.999995
16,25,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,25,幂函数,y = 67.336653 × x^0.385384,3.078632,1.754603,1.475342,0.998695
16,25,对数函数,y = 13.281423 + 69.333789 × ln(x),6.699356,2.588312,2.234712,0.997161
16,25,指数函数,y = 111.516530 × e^(0.026095×x),69.324780,8.326150,6.589257,0.970619
16,25,3元多项式,y = 0.024608×x³ + -1.282668×x² + 22.606394×x + 40.962559,0.013182,0.114814,0.082076,0.999994
16,26,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,26,幂函数,y = 68.201810 × x^0.383321,3.312560,1.820044,1.529999,0.998596
16,26,对数函数,y = 15.490218 + 69.004247 × ln(x),6.247305,2.499461,2.152641,0.997352
16,26,指数函数,y = 111.705904 × e^(0.026421×x),70.089989,8.371976,6.623591,0.970294
16,26,3元多项式,y = 0.027282×x³ + -1.388750×x² + 23.555860×x + 39.982119,0.012931,0.113715,0.080758,0.999995
16,27,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,27,幂函数,y = 68.883811 × x^0.380572,3.635552,1.906712,1.600989,0.998459
16,27,对数函数,y = 17.166509 + 68.564273 × ln(x),5.668565,2.380875,2.046388,0.997598
16,27,指数函数,y = 111.957959 × e^(0.026374×x),71.126608,8.433659,6.668677,0.969855
16,27,3元多项式,y = 0.029205×x³ + -1.471008×x² + 24.293254×x + 38.979992,0.011834,0.108783,0.078911,0.999995
16,28,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,28,幂函数,y = 69.257448 × x^0.379405,3.825216,1.955816,1.641716,0.998379
16,28,对数函数,y = 18.077172 + 68.384505 × ln(x),5.355538,2.314204,1.985583,0.997730
16,28,指数函数,y = 112.066678 × e^(0.026436×x),71.644654,8.464317,6.691204,0.969635
16,28,3元多项式,y = 0.030454×x³ + -1.522046×x² + 24.750667×x + 38.372716,0.011514,0.107306,0.078157,0.999995
16,29,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,29,幂函数,y = 69.054676 × x^0.380660,3.837873,1.959049,1.641074,0.998373
16,29,对数函数,y = 17.542227 + 68.613739 × ln(x),5.318868,2.306267,1.987058,0.997746
16,29,指数函数,y = 111.958774 × e^(0.026563×x),71.459940,8.453398,6.681172,0.969714
16,29,3元多项式,y = 0.029975×x³ + -1.500205×x² + 24.599659×x + 38.479469,0.010379,0.101879,0.074571,0.999996
16,30,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,30,幂函数,y = 68.759743 × x^0.381563,3.942941,1.985684,1.661155,0.998329
16,30,对数函数,y = 16.734424 + 68.793740 × ln(x),5.142521,2.267713,1.957483,0.997820
16,30,指数函数,y = 111.884639 × e^(0.026500×x),71.476904,8.454401,6.680650,0.969706
16,30,3元多项式,y = 0.029441×x³ + -1.481894×x² + 24.501792×x + 38.128465,0.009468,0.097305,0.070951,0.999996
16,31,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,31,幂函数,y = 68.621593 × x^0.381408,4.283632,2.069694,1.731131,0.998184
16,31,对数函数,y = 16.262006 + 68.818064 × ln(x),4.634659,2.152826,1.853418,0.998036
16,31,指数函数,y = 111.910532 × e^(0.026310×x),72.035144,8.487352,6.704747,0.969470
16,31,3元多项式,y = 0.029733×x³ + -1.502733×x² + 24.782365×x + 36.861796,0.008894,0.094306,0.068714,0.999996
16,32,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
16,32,幂函数,y = 70.871603 × x^0.380140,4.749988,2.179447,1.820955,0.997987
16,32,对数函数,y = 21.947371 + 68.656097 × ln(x),4.012755,2.003186,1.719300,0.998299
16,32,指数函数,y = 112.036720 × e^(0.028264×x),72.954521,8.541342,6.744449,0.969080
16,32,3元多项式,y = 0.039053×x³ + -1.823262×x² + 27.434866×x + 35.276151,0.008632,0.092911,0.069602,0.999996
17,1,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,1,幂函数,y = 72.346103 × x^0.378110,4.067153,2.016718,1.697728,0.998276
17,1,对数函数,y = 25.873136 + 68.184921 × ln(x),5.064835,2.250519,1.913297,0.997853
17,1,指数函数,y = 112.192775 × e^(0.029273×x),72.479911,8.513513,6.739766,0.969281
17,1,3元多项式,y = 0.034514×x³ + -1.609785×x² + 25.483533×x + 42.718531,0.027365,0.165424,0.138997,0.999988
17,2,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,2,幂函数,y = 68.359521 × x^0.389753,3.505924,1.872411,1.580221,0.998514
17,2,对数函数,y = 15.845488 + 70.191009 × ln(x),6.004561,2.450421,2.088149,0.997455
17,2,指数函数,y = 111.156339 × e^(0.028296×x),69.420444,8.331893,6.601465,0.970578
17,2,3元多项式,y = 0.026117×x³ + -1.308639×x² + 23.093078×x + 42.199148,0.030280,0.174012,0.146283,0.999987
17,3,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,3,幂函数,y = 65.518898 × x^0.398671,2.808592,1.675885,1.413716,0.998810
17,3,对数函数,y = 8.487522 + 71.663019 × ln(x),7.432198,2.726206,2.336436,0.996850
17,3,指数函数,y = 110.344886 × e^(0.027698×x),66.596129,8.160645,6.472373,0.971775
17,3,3元多项式,y = 0.019988×x³ + -1.065793×x² + 20.877572×x + 43.733793,0.033023,0.181721,0.152490,0.999986
17,4,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,4,幂函数,y = 64.342353 × x^0.401787,2.447082,1.564315,1.329649,0.998963
17,4,对数函数,y = 5.402357 + 72.143234 × ln(x),8.340341,2.887965,2.482635,0.996465
17,4,指数函数,y = 110.053905 × e^(0.027282×x),65.366192,8.084936,6.416328,0.972296
17,4,3元多项式,y = 0.016650×x³ + -0.927164×x² + 19.507301×x + 45.645763,0.033847,0.183976,0.154106,0.999986
17,5,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,5,幂函数,y = 64.118827 × x^0.402419,2.269939,1.506632,1.285402,0.999038
17,5,对数函数,y = 4.867478 + 72.214928 × ln(x),8.825143,2.970714,2.555338,0.996260
17,5,指数函数,y = 109.989019 × e^(0.027218×x),64.890949,8.055492,6.394253,0.972498
17,5,3元多项式,y = 0.015794×x³ + -0.889266×x² + 19.097278×x + 46.525479,0.034467,0.185652,0.155325,0.999985
17,6,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,6,幂函数,y = 64.098753 × x^0.401989,2.140621,1.463086,1.250479,0.999093
17,6,对数函数,y = 4.877420 + 72.107194 × ln(x),9.180959,3.030010,2.611607,0.996109
17,6,指数函数,y = 110.019717 × e^(0.027091×x),64.691590,8.043108,6.384367,0.972582
17,6,3元多项式,y = 0.015323×x³ + -0.868518×x² + 18.844435×x + 47.206844,0.032366,0.179905,0.150608,0.999986
17,7,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,7,幂函数,y = 62.551290 × x^0.406053,1.780830,1.334477,1.149744,0.999245
17,7,对数函数,y = 0.703789 + 72.740946 × ln(x),10.328978,3.213873,2.770409,0.995622
17,7,指数函数,y = 109.640355 × e^(0.026523×x),63.152940,7.946882,6.311636,0.973234
17,7,3元多项式,y = 0.012879×x³ + -0.762764×x² + 17.682871×x + 48.282267,0.035698,0.188939,0.157598,0.999985
17,8,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,8,幂函数,y = 60.837519 × x^0.411090,1.496617,1.223363,1.062580,0.999366
17,8,对数函数,y = -4.082082 + 73.558043 × ln(x),11.379500,3.373351,2.910770,0.995177
17,8,指数函数,y = 109.177378 × e^(0.026004×x),61.566343,7.846422,6.235758,0.973907
17,8,3元多项式,y = 0.010801×x³ + -0.669632×x² + 16.625814×x + 48.979576,0.038355,0.195844,0.162968,0.999984
17,9,常数模型,y = 149.833333,2359.472222,48.574399,35.055556,0.000000
17,9,幂函数,y = 60.220032 × x^0.413477,1.362512,1.167267,1.015932,0.999423
17,9,对数函数,y = -5.811572 + 73.942580 × ln(x),11.904523,3.450293,2.975002,0.994955
